post_id,creator_id,creator_location,creator_connections,creator_topic_interests,creator_format_preferences,creator_creator_preferences,creator_expertise_levels,content,timestamp,likes,comments,shares,avg_time_spent,topics,content_format,content_length,location,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_compound
p098,u198,"(22.5726,88.3639)","['u196', 'u200']","{'tea_ceremony': 0.9, 'meditation': 0.8}","{'video': 0.8, 'audio': 0.8}","{'u196': 0.7, 'u200': 0.8}","{'tea_ceremony': 0.9, 'meditation': 0.8}","""Traditional Japanese tea ceremony ritual""",5/23/2025 14:10,168.0,39.0,28.0,45.2,"['tea', 'ceremony', 'japanese']",video,480.0,"(22.5726,88.3639)",0.91,0.01,0.08,0.89
p099,u199,"(16.5062,80.6480)","['u197', 'u201']","{'rock_balancing': 0.8, 'mindfulness': 0.9}","{'image': 0.9, 'video': 0.7}","{'u197': 0.8, 'u201': 0.7}","{'mindfulness': 0.8, 'rock_balancing': 0.9}","""Zen rock tower meditation at beach""",5/22/2025 18:35,213.0,44.0,31.0,33.6,"['rocks', 'balance', 'zen']",image,200.0,"(16.5062,80.6480)",0.89,0.02,0.09,0.87
p100,u200,"(25.0340,67.0308)","['u198', 'u202']","{'carpet_weaving': 0.9, 'textiles': 0.8}","{'video': 0.8, 'image': 0.8}","{'u198': 0.9, 'u202': 0.6}","{'textiles': 0.8, 'carpet_weaving': 0.9}","""Traditional Persian carpet loom work""",5/25/2025 11:25,89.0,21.0,15.0,41.9,"['carpet', 'weaving', 'persian']",video,390.0,"(25.0340,67.0308)",0.77,0.04,0.19,0.72
p101,u201,"(28.7041,77.1025)","['u199', 'u203']","{'drone_racing': 0.9, 'fpv': 0.8}","{'video': 0.9, 'image': 0.6}","{'u199': 0.8, 'u203': 0.8}","{'fpv': 0.8, 'drone_racing': 0.9}","""High speed FPV racing through forest""",5/24/2025 20:15,276.0,53.0,42.0,18.4,"['drone', 'racing', 'fpv']",video,150.0,"(28.7041,77.1025)",0.84,0.03,0.13,0.8
p102,u202,"(14.4426,75.9932)","['u200', 'u204']","{'cheese_making': 0.8, 'dairy': 0.9}","{'video': 0.7, 'image': 0.8}","{'u200': 0.7, 'u204': 0.8}","{'dairy': 0.8, 'cheese_making': 0.9}","""Homemade mozzarella from buffalo milk""",5/23/2025 9:50,126.0,29.0,20.0,34.7,"['cheese', 'mozzarella', 'buffalo']",video,320.0,"(14.4426,75.9932)",0.8,0.03,0.17,0.76
p103,u203,"(19.2183,72.9781)","['u201', 'u205']","{'shadow_puppetry': 0.9, 'storytelling': 0.8}","{'video': 0.8, 'image': 0.7}","{'u201': 0.9, 'u205': 0.7}","{'storytelling': 0.8, 'shadow_puppetry': 0.9}","""Ancient folk tale through shadow play""",5/22/2025 19:30,154.0,37.0,26.0,38.1,"['shadow', 'puppet', 'storytelling']",video,360.0,"(19.2183,72.9781)",0.85,0.02,0.13,0.82
p104,u204,"(12.8406,74.8388)","['u202', 'u206']","{'perfume_making': 0.9, 'essential_oils': 0.8}","{'image': 0.8, 'video': 0.7}","{'u202': 0.8, 'u206': 0.7}","{'essential_oils': 0.8, 'perfume_making': 0.9}","""Blending custom jasmine rose perfume""",5/25/2025 13:40,138.0,35.0,22.0,32.3,"['perfume', 'jasmine', 'essential']",image,270.0,"(12.8406,74.8388)",0.87,0.02,0.11,0.84
p105,u205,"(23.5941,87.3478)","['u203', 'u207']","{'bird_watching': 0.8, 'ornithology': 0.9}","{'image': 0.9, 'audio': 0.8}","{'u203': 0.8, 'u207': 0.8}","{'ornithology': 0.9, 'bird_watching': 0.8}","""Rare hornbill spotted in mangroves""",5/24/2025 5:45,201.0,46.0,33.0,42.6,"['birds', 'hornbill', 'ornithology']",image,220.0,"(23.5941,87.3478)",0.88,0.02,0.1,0.86
p106,u206,"(17.0005,81.8040)","['u204', 'u208']","{'miniature_painting': 0.9, 'art': 0.8}","{'image': 0.9, 'video': 0.7}","{'u204': 0.9, 'u208': 0.6}","{'art': 0.8, 'miniature_painting': 0.9}","""Mogul era miniature portrait technique""",5/23/2025 15:20,97.0,24.0,16.0,46.3,"['miniature', 'painting', 'mogul']",image,410.0,"(17.0005,81.8040)",0.82,0.03,0.15,0.78
p107,u207,"(21.1458,79.0882)","['u205', 'u209']","{'bookbinding': 0.8, 'calligraphy': 0.9}","{'video': 0.7, 'image': 0.8}","{'u205': 0.7, 'u209': 0.8}","{'calligraphy': 0.9, 'bookbinding': 0.8}","""Hand-bound journal with gold leaf""",5/22/2025 12:45,115.0,28.0,19.0,37.8,"['bookbinding', 'journal', 'gold']",video,350.0,"(21.1458,79.0882)",0.83,0.02,0.15,0.8
p108,u208,"(26.4499,80.3319)","['u206', 'u210']","{'wind_chimes': 0.9, 'sound_art': 0.8}","{'audio': 0.9, 'video': 0.7}","{'u206': 0.8, 'u210': 0.7}","{'sound_art': 0.8, 'wind_chimes': 0.9}","""Bamboo wind chimes tuned to pentatonic""",5/25/2025 17:00,172.0,41.0,29.0,52.1,"['wind', 'chimes', 'bamboo']",audio,560.0,"(26.4499,80.3319)",0.86,0.02,0.12,0.83
p109,u209,"(11.9416,79.8083)","['u207', 'u211']","{'terrarium_making': 0.8, 'plants': 0.9}","{'image': 0.8, 'video': 0.8}","{'u207': 0.8, 'u211': 0.7}","{'plants': 0.9, 'terrarium_making': 0.8}","""Closed ecosystem terrarium workshop""",5/24/2025 10:30,143.0,33.0,23.0,35.4,"['terrarium', 'ecosystem', 'plants']",image,290.0,"(11.9416,79.8083)",0.81,0.03,0.16,0.77
p110,u210,"(18.1096,83.3896)","['u208', 'u212']","{'fire_photography': 0.9, 'night_photography': 0.8}","{'image': 0.9, 'video': 0.6}","{'u208': 0.9, 'u212': 0.7}","{'night_photography': 0.8, 'fire_photography': 0.9}","""Long exposure fire dancer silhouettes""",5/23/2025 21:15,234.0,48.0,37.0,24.2,"['fire', 'photography', 'dancer']",image,180.0,"(18.1096,83.3896)",0.91,0.01,0.08,0.9
p111,u211,"(24.8607,67.0011)","['u209', 'u213']","{'tile_making': 0.8, 'ceramics': 0.9}","{'video': 0.8, 'image': 0.8}","{'u209': 0.7, 'u213': 0.8}","{'ceramics': 0.9, 'tile_making': 0.8}","""Traditional blue pottery glazing process""",5/22/2025 14:55,98.0,22.0,14.0,40.6,"['tile', 'pottery', 'glazing']",video,380.0,"(24.8607,67.0011)",0.78,0.04,0.18,0.73
p112,u212,"(15.3173,75.7139)","['u210', 'u214']","{'mushroom_dyeing': 0.9, 'natural_dyes': 0.8}","{'image': 0.8, 'video': 0.7}","{'u210': 0.8, 'u214': 0.7}","{'natural_dyes': 0.8, 'mushroom_dyeing': 0.9}","""Fabric dyeing with foraged fungi""",5/25/2025 12:10,84.0,19.0,12.0,43.7,"['mushroom', 'dyeing', 'natural']",image,430.0,"(15.3173,75.7139)",0.76,0.05,0.19,0.7
p113,u213,"(20.2961,85.8245)","['u211', 'u215']","{'juggling': 0.8, 'circus_arts': 0.9}","{'video': 0.9, 'image': 0.6}","{'u211': 0.9, 'u215': 0.6}","{'circus_arts': 0.9, 'juggling': 0.8}","""Five ball cascade juggling tutorial""",5/24/2025 18:25,187.0,42.0,30.0,21.9,"['juggling', 'cascade', 'tutorial']",video,170.0,"(20.2961,85.8245)",0.85,0.03,0.12,0.81
p114,u214,"(27.1767,78.0081)","['u212', 'u216']","{'candle_making': 0.9, 'wax_art': 0.8}","{'video': 0.7, 'image': 0.8}","{'u212': 0.7, 'u216': 0.8}","{'wax_art': 0.8, 'candle_making': 0.9}","""Layered beeswax pillar candles""",5/23/2025 11:00,129.0,27.0,18.0,31.8,"['candle', 'beeswax', 'pillar']",video,260.0,"(27.1767,78.0081)",0.84,0.02,0.14,0.81
p115,u215,"(13.0878,80.2707)","['u213', 'u217']","{'stone_carving': 0.8, 'sculpture': 0.9}","{'video': 0.8, 'image': 0.8}","{'u213': 0.8, 'u217': 0.7}","{'sculpture': 0.9, 'stone_carving': 0.8}","""Granite elephant sculpture progress""",5/22/2025 8:40,156.0,38.0,25.0,44.9,"['stone', 'carving', 'elephant']",video,450.0,"(13.0878,80.2707)",0.8,0.03,0.17,0.76
p116,u216,"(22.9734,72.5046)","['u214', 'u218']","{'seashell_art': 0.9, 'coastal_crafts': 0.8}","{'image': 0.9, 'video': 0.7}","{'u214': 0.8, 'u218': 0.7}","{'coastal_crafts': 0.8, 'seashell_art': 0.9}","""Intricate seashell mandala designs""",5/25/2025 7:20,165.0,36.0,26.0,28.4,"['seashell', 'mandala', 'coastal']",image,230.0,"(22.9734,72.5046)",0.89,0.01,0.1,0.87
p117,u217,"(16.9891,82.2547)","['u215', 'u219']","{'embroidery': 0.8, 'textile_art': 0.9}","{'image': 0.8, 'video': 0.7}","{'u215': 0.9, 'u217': 0.6}","{'textile_art': 0.9, 'embroidery': 0.8}","""Traditional mirror work embroidery""",5/24/2025 15:50,122.0,30.0,21.0,36.1,"['embroidery', 'mirror', 'traditional']",image,300.0,"(16.9891,82.2547)",0.83,0.02,0.15,0.8
p118,u218,"(25.5941,91.9882)","['u216', 'u220']","{'bamboo_crafts': 0.9, 'sustainable': 0.8}","{'video': 0.8, 'image': 0.8}","{'u216': 0.7, 'u220': 0.8}","{'sustainable': 0.8, 'bamboo_crafts': 0.9}","""Eco-friendly bamboo phone holder""",5/23/2025 13:30,108.0,25.0,17.0,33.2,"['bamboo', 'eco', 'phone']",video,280.0,"(25.5941,91.9882)",0.82,0.03,0.15,0.78
p119,u219,"(12.2958,76.6394)","['u217', 'u221']","{'seed_art': 0.8, 'nature_art': 0.9}","{'image': 0.9, 'video': 0.6}","{'u217': 0.8, 'u221': 0.7}","{'nature_art': 0.9, 'seed_art': 0.8}","""Mosaic portraits using native seeds""",5/22/2025 16:10,141.0,32.0,24.0,39.8,"['seeds', 'mosaic', 'nature']",image,370.0,"(12.2958,76.6394)",0.85,0.02,0.13,0.82
p120,u220,"(29.3804,79.4663)","['u218', 'u222']","{'ice_fishing': 0.8, 'winter_sports': 0.9}","{'video': 0.7, 'image': 0.8}","{'u218': 0.7, 'u222': 0.8}","{'winter_sports': 0.8, 'ice_fishing': 0.9}","""High altitude ice fishing techniques""",5/25/2025 4:30,174.0,40.0,28.0,47.3,"['ice', 'fishing', 'altitude']",video,490.0,"(29.3804,79.4663)",0.79,0.04,0.17,0.74
p121,u221,"(17.4065,78.4772)","['u219', 'u223']","{'puppet_theater': 0.9, 'performance': 0.8}","{'video': 0.8, 'image': 0.7}","{'u219': 0.9, 'u223': 0.6}","{'performance': 0.8, 'puppet_theater': 0.9}","""Kathputli puppet show rehearsal""",5/24/2025 17:45,119.0,29.0,18.0,35.7,"['kathputli', 'puppet', 'performance']",video,340.0,"(17.4065,78.4772)",0.86,0.02,0.12,0.83
p122,u222,"(21.2787,81.8661)","['u220', 'u224']","{'honey_extraction': 0.8, 'beekeeping': 0.9}","{'video': 0.8, 'image': 0.7}","{'u220': 0.8, 'u224': 0.7}","{'beekeeping': 0.9, 'honey_extraction': 0.8}","""Traditional honey harvesting methods""",5/23/2025 6:15,162.0,37.0,26.0,40.1,"['honey', 'beekeeping', 'traditional']",video,380.0,"(21.2787,81.8661)",0.81,0.03,0.16,0.77
p123,u223,"(14.5203,75.7223)","['u221', 'u225']","{'mirror_making': 0.9, 'glass_craft': 0.8}","{'video': 0.7, 'image': 0.8}","{'u221': 0.7, 'u225': 0.8}","{'glass_craft': 0.8, 'mirror_making': 0.9}","""Ancient mirror polishing techniques""",5/22/2025 11:20,87.0,20.0,13.0,42.4,"['mirror', 'polishing', 'ancient']",video,400.0,"(14.5203,75.7223)",0.77,0.04,0.19,0.72
p124,u224,"(26.9124,75.7873)","['u222', 'u226']","{'kite_flying': 0.8, 'festivals': 0.9}","{'video': 0.8, 'image': 0.8}","{'u222': 0.9, 'u226': 0.7}","{'festivals': 0.9, 'kite_flying': 0.8}","""International kite festival highlights""",5/25/2025 16:40,298.0,59.0,45.0,19.6,"['kite', 'festival', 'international']",video,160.0,"(26.9124,75.7873)",0.93,0.01,0.06,0.92
p125,u225,"(18.5196,73.8553)","['u223', 'u227']","{'herb_drying': 0.8, 'preservation': 0.9}","{'image': 0.8, 'video': 0.7}","{'u223': 0.8, 'u227': 0.7}","{'preservation': 0.9, 'herb_drying': 0.8}","""Sun-drying medicinal herbs collection""",5/24/2025 12:00,103.0,26.0,16.0,38.9,"['herbs', 'drying', 'medicinal']",image,320.0,"(18.5196,73.8553)",0.8,0.03,0.17,0.76
p096,u196,"(24.8607,67.0011)","['u194', 'u198']","{'wood_carving': 0.9, 'sculpture': 0.8}","{'video': 0.8, 'image': 0.8}","{'u194': 0.8, 'u198': 0.7}","{'wood_carving': 0.9, 'sculpture': 0.8}","""Hand-carved elephant from sandalwood""",5/25/2025 10:20,176.0,32.0,24.0,39.2,"['wood', 'carving', 'elephant']",image,240.0,"(24.8607,67.0011)",0.84,0.02,0.14,0.81
p097,u197,"(13.7563,79.1234)","['u195', 'u199']","{'origami': 0.8, 'paper_art': 0.9}","{'image': 0.9, 'video': 0.7}","{'u195': 0.9, 'u199': 0.6}","{'paper_art': 0.9, 'origami': 0.8}","""Complex dragon origami step-by-step""",5/24/2025 15:45,142.0,29.0,21.0,35.6,"['origami', 'dragon', 'paper']",image,310.0,"(13.7563,79.1234)",0.87,0.01,0.12,0.85
p098,u198,"(28.7041,77.1025)","['u196', 'u200']","{'candle_making': 0.8, 'aromatherapy': 0.9}","{'video': 0.7, 'image': 0.8}","{'u196': 0.7, 'u200': 0.8}","{'aromatherapy': 0.9, 'candle_making': 0.8}","""Soy wax lavender candles from scratch""",5/23/2025 20:15,163.0,37.0,28.0,31.4,"['candle', 'soy', 'lavender']",video,360.0,"(28.7041,77.1025)",0.89,0.01,0.1,0.87
p099,u199,"(16.5062,80.6480)","['u197', 'u201']","{'bird_watching': 0.9, 'ornithology': 0.8}","{'image': 0.8, 'audio': 0.8}","{'u197': 0.8, 'u201': 0.7}","{'ornithology': 0.8, 'bird_watching': 0.9}","""Rare migratory birds spotted this morning""",5/22/2025 7:30,194.0,48.0,35.0,42.1,"['birds', 'migration', 'ornithology']",image,280.0,"(16.5062,80.6480)",0.85,0.02,0.13,0.82
p100,u200,"(22.5726,88.3639)","['u198', 'u202']","{'pottery': 0.9, 'ceramics': 0.8}","{'video': 0.8, 'image': 0.8}","{'u198': 0.8, 'u202': 0.9}","{'ceramics': 0.8, 'pottery': 0.9}","""Throwing large clay vase on pottery wheel""",5/25/2025 16:50,218.0,41.0,33.0,38.9,"['pottery', 'clay', 'ceramics']",video,390.0,"(22.5726,88.3639)",0.83,0.03,0.14,0.79
p101,u201,"(18.9388,72.8353)","['u199', 'u203']","{'soap_making': 0.8, 'natural_products': 0.9}","{'image': 0.7, 'video': 0.8}","{'u199': 0.7, 'u203': 0.8}","{'natural_products': 0.9, 'soap_making': 0.8}","""Cold process goat milk soap bars""",5/24/2025 12:25,129.0,24.0,19.0,33.7,"['soap', 'goat', 'natural']",image,260.0,"(18.9388,72.8353)",0.8,0.03,0.17,0.76
p102,u202,"(31.1048,77.1734)","['u200', 'u204']","{'metal_sculpting': 0.9, 'welding': 0.8}","{'video': 0.9, 'image': 0.7}","{'u200': 0.9, 'u204': 0.6}","{'welding': 0.8, 'metal_sculpting': 0.9}","""Abstract steel sculpture creation process""",5/23/2025 14:40,187.0,35.0,29.0,41.3,"['metal', 'sculpture', 'welding']",video,450.0,"(31.1048,77.1734)",0.78,0.04,0.18,0.73
p103,u203,"(14.4426,75.9985)","['u201', 'u205']","{'embroidery': 0.8, 'textile_art': 0.9}","{'image': 0.9, 'video': 0.6}","{'u201': 0.8, 'u205': 0.7}","{'textile_art': 0.9, 'embroidery': 0.8}","""Traditional mirror work embroidery saree""",5/22/2025 18:55,156.0,42.0,26.0,36.8,"['embroidery', 'mirror', 'saree']",image,300.0,"(14.4426,75.9985)",0.86,0.02,0.12,0.83
p104,u204,"(25.4358,78.5667)","['u202', 'u206']","{'beekeeping': 0.9, 'honey': 0.8}","{'video': 0.8, 'image': 0.8}","{'u202': 0.7, 'u206': 0.8}","{'honey': 0.8, 'beekeeping': 0.9}","""Honey extraction from natural hive""",5/25/2025 11:10,241.0,53.0,41.0,37.6,"['honey', 'beekeeping', 'natural']",video,340.0,"(25.4358,78.5667)",0.88,0.02,0.1,0.85
p105,u205,"(12.8406,74.8362)","['u203', 'u207']","{'instrument_making': 0.8, 'flute_crafting': 0.9}","{'audio': 0.8, 'video': 0.7}","{'u203': 0.9, 'u207': 0.6}","{'flute_crafting': 0.9, 'instrument_making': 0.8}","""Handmade bamboo flute tuning session""",5/24/2025 9:20,84.0,18.0,12.0,47.2,"['flute', 'bamboo', 'music']",audio,520.0,"(12.8406,74.8362)",0.81,0.03,0.16,0.77
p106,u206,"(20.2961,85.8245)","['u204', 'u208']","{'tea_ceremony': 0.9, 'mindfulness': 0.8}","{'video': 0.7, 'image': 0.8}","{'u204': 0.8, 'u208': 0.7}","{'mindfulness': 0.8, 'tea_ceremony': 0.9}","""Japanese tea ceremony meditation practice""",5/23/2025 8:30,198.0,44.0,32.0,44.5,"['tea', 'ceremony', 'meditation']",video,380.0,"(20.2961,85.8245)",0.91,0.01,0.08,0.89
p107,u207,"(27.1751,78.0421)","['u205', 'u209']","{'calligraphy': 0.8, 'lettering': 0.9}","{'image': 0.9, 'video': 0.7}","{'u205': 0.7, 'u209': 0.8}","{'lettering': 0.9, 'calligraphy': 0.8}","""Sanskrit verses in devanagari script""",5/22/2025 14:15,112.0,26.0,18.0,40.3,"['calligraphy', 'sanskrit', 'devanagari']",image,220.0,"(27.1751,78.0421)",0.82,0.02,0.16,0.79
p108,u208,"(17.4065,78.4772)","['u206', 'u210']","{'stone_balancing': 0.9, 'zen': 0.8}","{'image': 0.8, 'video': 0.7}","{'u206': 0.8, 'u210': 0.7}","{'zen': 0.8, 'stone_balancing': 0.9}","""Riverside stone stack meditation art""",5/25/2025 17:40,167.0,31.0,24.0,29.8,"['stone', 'balance', 'meditation']",image,190.0,"(17.4065,78.4772)",0.89,0.01,0.1,0.87
p109,u209,"(23.5881,86.9842)","['u207', 'u211']","{'terrarium_making': 0.8, 'miniature_gardens': 0.9}","{'image': 0.8, 'video': 0.8}","{'u207': 0.9, 'u211': 0.6}","{'miniature_gardens': 0.9, 'terrarium_making': 0.8}","""Closed ecosystem terrarium setup guide""",5/24/2025 13:50,145.0,33.0,25.0,35.1,"['terrarium', 'ecosystem', 'miniature']",video,370.0,"(23.5881,86.9842)",0.84,0.02,0.14,0.81
p110,u210,"(19.8597,75.3433)","['u208', 'u212']","{'spice_blending': 0.9, 'culinary': 0.8}","{'image': 0.7, 'video': 0.8}","{'u208': 0.7, 'u212': 0.8}","{'culinary': 0.8, 'spice_blending': 0.9}","""Traditional garam masala grinding process""",5/23/2025 11:05,173.0,38.0,27.0,32.4,"['spice', 'garam', 'masala']",video,290.0,"(19.8597,75.3433)",0.85,0.02,0.13,0.82
p111,u211,"(15.3173,75.7139)","['u209', 'u213']","{'stone_painting': 0.8, 'rock_art': 0.9}","{'image': 0.9, 'video': 0.6}","{'u209': 0.8, 'u213': 0.7}","{'rock_art': 0.9, 'stone_painting': 0.8}","""Mandala patterns on river stones""",5/22/2025 16:30,138.0,28.0,22.0,27.6,"['stone', 'painting', 'mandala']",image,210.0,"(15.3173,75.7139)",0.87,0.01,0.12,0.85
p112,u212,"(26.9124,75.7873)","['u210', 'u214']","{'perfume_making': 0.9, 'aromatics': 0.8}","{'image': 0.7, 'video': 0.8}","{'u210': 0.8, 'u214': 0.7}","{'aromatics': 0.8, 'perfume_making': 0.9}","""Natural attar distillation from roses""",5/25/2025 13:25,159.0,34.0,26.0,38.7,"['perfume', 'attar', 'roses']",video,350.0,"(26.9124,75.7873)",0.88,0.02,0.1,0.86
p113,u213,"(11.9416,79.8083)","['u211', 'u215']","{'shell_collecting': 0.8, 'marine_biology': 0.9}","{'image': 0.8, 'video': 0.7}","{'u211': 0.7, 'u213': 0.8}","{'marine_biology': 0.8, 'shell_collecting': 0.9}","""Rare conch shells found on beach walk""",5/24/2025 6:15,121.0,25.0,19.0,33.9,"['shells', 'conch', 'marine']",image,250.0,"(11.9416,79.8083)",0.83,0.02,0.15,0.8
p114,u214,"(21.2787,81.8661)","['u212', 'u216']","{'wood_burning': 0.9, 'pyrography': 0.8}","{'image': 0.8, 'video': 0.8}","{'u212': 0.9, 'u216': 0.6}","{'pyrography': 0.8, 'wood_burning': 0.9}","""Intricate paisley design wood burning""",5/23/2025 19:40,102.0,21.0,15.0,41.2,"['wood', 'burning', 'paisley']",image,320.0,"(21.2787,81.8661)",0.8,0.03,0.17,0.76
p115,u215,"(18.1096,83.3896)","['u213', 'u217']","{'flower_pressing': 0.8, 'botanical': 0.9}","{'image': 0.9, 'video': 0.6}","{'u213': 0.8, 'u217': 0.7}","{'botanical': 0.9, 'flower_pressing': 0.8}","""Pressed wildflower art collection""",5/22/2025 10:50,164.0,36.0,28.0,30.7,"['flowers', 'pressing', 'botanical']",image,240.0,"(18.1096,83.3896)",0.86,0.01,0.13,0.84
p116,u216,"(24.5854,73.7125)","['u214', 'u218']","{'lamp_making': 0.9, 'lighting': 0.8}","{'video': 0.8, 'image': 0.8}","{'u214': 0.7, 'u218': 0.8}","{'lighting': 0.8, 'lamp_making': 0.9}","""Handcrafted mosaic table lamp creation""",5/25/2025 20:00,186.0,39.0,31.0,36.4,"['lamp', 'mosaic', 'handcraft']",video,400.0,"(24.5854,73.7125)",0.84,0.02,0.14,0.81
p117,u217,"(13.0358,80.2572)","['u215', 'u219']","{'wind_chimes': 0.8, 'sound_art': 0.9}","{'audio': 0.8, 'video': 0.7}","{'u215': 0.9, 'u219': 0.6}","{'sound_art': 0.9, 'wind_chimes': 0.8}","""Bamboo wind chimes tuned to pentatonic""",5/24/2025 18:20,95.0,22.0,14.0,45.8,"['chimes', 'bamboo', 'pentatonic']",audio,480.0,"(13.0358,80.2572)",0.82,0.02,0.16,0.79
p118,u218,"(29.3919,79.4542)","['u216', 'u220']","{'silk_painting': 0.9, 'textile': 0.8}","{'image': 0.8, 'video': 0.7}","{'u216': 0.8, 'u220': 0.7}","{'textile': 0.8, 'silk_painting': 0.9}","""Hand-painted silk scarf with peacock motif""",5/23/2025 15:35,147.0,32.0,24.0,34.6,"['silk', 'painting', 'peacock']",image,270.0,"(29.3919,79.4542)",0.88,0.01,0.11,0.86
p119,u219,"(16.2041,77.3503)","['u217', 'u221']","{'herb_drying': 0.8, 'medicinal_plants': 0.9}","{'image': 0.7, 'video': 0.8}","{'u217': 0.7, 'u221': 0.8}","{'medicinal_plants': 0.9, 'herb_drying': 0.8}","""Traditional ayurvedic herb preparation""",5/22/2025 12:45,168.0,41.0,29.0,39.5,"['herbs', 'ayurveda', 'medicinal']",video,360.0,"(16.2041,77.3503)",0.81,0.03,0.16,0.77
p120,u220,"(22.7196,75.8577)","['u218', 'u222']","{'macrame': 0.9, 'fiber_art': 0.8}","{'image': 0.8, 'video': 0.8}","{'u218': 0.8, 'u222': 0.9}","{'fiber_art': 0.8, 'macrame': 0.9}","""Large wall hanging macrame design""",5/25/2025 14:15,201.0,43.0,35.0,31.8,"['macrame', 'wall', 'fiber']",image,230.0,"(22.7196,75.8577)",0.85,0.02,0.13,0.82
p121,u221,"(14.6833,77.6042)","['u219', 'u223']","{'seed_saving': 0.8, 'heirloom_plants': 0.9}","{'video': 0.7, 'image': 0.8}","{'u219': 0.8, 'u223': 0.7}","{'heirloom_plants': 0.9, 'seed_saving': 0.8}","""Collecting and storing heirloom tomato seeds""",5/24/2025 10:30,126.0,27.0,20.0,42.3,"['seeds', 'heirloom', 'tomato']",video,390.0,"(14.6833,77.6042)",0.79,0.04,0.17,0.74
p122,u222,"(25.8606,85.8336)","['u220', 'u224']","{'paper_making': 0.9, 'recycling': 0.8}","{'video': 0.8, 'image': 0.7}","{'u220': 0.9, 'u224': 0.6}","{'recycling': 0.8, 'paper_making': 0.9}","""Handmade paper from banana fiber""",5/23/2025 9:50,114.0,24.0,17.0,37.1,"['paper', 'banana', 'handmade']",video,330.0,"(25.8606,85.8336)",0.83,0.02,0.15,0.8
p123,u223,"(17.9792,79.5590)","['u221', 'u225']","{'glass_etching': 0.8, 'decorative_arts': 0.9}","{'image': 0.9, 'video': 0.7}","{'u221': 0.7, 'u225': 0.8}","{'decorative_arts': 0.9, 'glass_etching': 0.8}","""Etched glass panel with lotus design""",5/22/2025 21:10,153.0,29.0,23.0,33.2,"['glass', 'etching', 'lotus']",image,260.0,"(17.9792,79.5590)",0.84,0.02,0.14,0.81
p124,u224,"(20.9374,70.9027)","['u222', 'u226']","{'dreamcatcher_making': 0.9, 'native_crafts': 0.8}","{'image': 0.8, 'video': 0.8}","{'u222': 0.8, 'u226': 0.7}","{'native_crafts': 0.8, 'dreamcatcher_making': 0.9}","""Traditional dreamcatcher with natural feathers""",5/25/2025 19:25,178.0,37.0,30.0,28.4,"['dreamcatcher', 'feathers', 'traditional']",image,200.0,"(20.9374,70.9027)",0.87,0.01,0.12,0.85
p125,u225,"(12.3048,76.6550)","['u223', 'u227']","{'incense_making': 0.8, 'aromatherapy': 0.9}","{'video': 0.7, 'image': 0.8}","{'u223': 0.9, 'u227': 0.6}","{'aromatherapy': 0.9, 'incense_making': 0.8}","""Natural sandalwood incense stick preparation""",5/24/2025 16:40,141.0,30.0,22.0,40.9,"['incense', 'sandalwood', 'natural']",video,410.0,"(12.3048,76.6550)",0.86,0.02,0.12,0.83
p096,u196,"(18.9750,72.8258)","['u194', 'u198']","{'soap_making': 0.9, 'natural_products': 0.8}","{'video': 0.8, 'image': 0.8}","{'u194': 0.8, 'u198': 0.9}","{'soap_making': 0.9, 'natural_products': 0.8}","""Cold process lavender soap from scratch""",5/23/2025 10:45,127.0,32.0,22.0,33.6,"['soap', 'lavender', 'natural']",video,340.0,"(18.9750,72.8258)",0.84,0.02,0.14,0.81
p097,u197,"(22.5726,88.3639)","['u195', 'u199']","{'bird_watching': 0.8, 'ornithology': 0.9}","{'image': 0.9, 'video': 0.7}","{'u195': 0.7, 'u199': 0.8}","{'ornithology': 0.9, 'bird_watching': 0.8}","""Rare Himalayan monal spotted today""",5/22/2025 5:30,213.0,47.0,34.0,28.9,"['bird', 'himalayan', 'monal']",image,200.0,"(22.5726,88.3639)",0.92,0.01,0.07,0.9
p098,u198,"(27.1767,78.0081)","['u196', 'u200']","{'candle_making': 0.9, 'aromatherapy': 0.8}","{'video': 0.8, 'image': 0.8}","{'u196': 0.9, 'u200': 0.7}","{'candle_making': 0.9, 'aromatherapy': 0.8}","""Soy wax candles with essential oils""",5/25/2025 16:20,156.0,29.0,21.0,31.8,"['candle', 'soy', 'aromatherapy']",video,290.0,"(27.1767,78.0081)",0.86,0.02,0.12,0.83
